BAD,LOAN,MORTDUE,VALUE,REASON,JOB,YOJ,DEROG,DELINQ,CLAGE,NINQ,CLNO,DEBTINC
1,5600,55160,86800,HomeImp,Other,3,1,1,148.1333333,1,14,
0,8500,50031,57276,DebtCon,Office,0,0,0,171.2128147,0,21,35.15870257
1,11900,29822,48574,DebtCon,Office,13,0,0,132.4016914,0,4,36.61115697
0,33300,19675,47894,DebtCon,Mgr,6,0,0,42.43527965,0,7,36.66861708
0,17300,79412,114906,DebtCon,Mgr,17,0,0,247.3605705,4,30,36.53643556
1,8500,29383,45900,DebtCon,ProfExe,8,0,0,122.1333333,0,22,
1,28100,75768,,DebtCon,Other,9,,0,133.121867,3,33,46.75180011
0,18900,127269,203737,HomeImp,ProfExe,14,0,0,206.2000368,0,21,36.27285836
1,18800,63836,87000,DebtCon,Other,8,2,1,110.5666667,2,33,
0,8500,49266,64461,DebtCon,Other,22,0,0,264.4080231,3,29,37.97675792
1,10700,41144,59375,DebtCon,Other,2,0,0,73.6,1,18,
0,42900,101731,155688,DebtCon,Other,14,,1,235.352057,3,30,43.18142449
1,13000,152029,173750,HomeImp,ProfExe,20,0,0,19.33333333,7,5,
0,13600,66098,76014,HomeImp,Office,12,0,0,245.6056956,1,32,43.39620459
0,8200,,49362,,,,,,,,,11.76969215
0,14400,89605,106290,HomeImp,Other,20,0,0,121.7476008,4,24,29.30354901
0,50400,53024,65024,DebtCon,Office,12,0,0,103.1857617,1,25,40.86786973
0,40800,127034,198587,DebtCon,Mgr,,1,0,186.5429439,0,25,35.40002128
0,14700,106417,123580,HomeImp,ProfExe,9,0,0,166.4960653,3,31,29.31671006
1,8000,92487,113947,DebtCon,Other,8,0,3,151.8173887,0,19,26.45752445
0,30300,54352,79302,DebtCon,Office,0,0,0,152.2027769,3,19,41.62936282
0,17000,134689,158661,DebtCon,Mgr,,0,0,227.3954647,0,19,36.42557176
0,34000,57025,103563,DebtCon,Office,3,0,0,173.4941319,2,24,36.91389765
0,8200,117314,132770,DebtCon,Self,4,0,1,176.3345415,0,19,34.55205243
1,25000,106282,167500,HomeImp,ProfExe,14,2,4,198.8666667,2,28,
1,11000,85474,118125,HomeImp,Office,2.5,2,0,132.9333333,1,9,
0,20000,145000,117500,,ProfExe,5,0,0,96.4,3,34,
1,23700,76000,106000,DebtCon,Sales,2.6,1,0,138.9666667,2,38,
0,10000,127319,194992,HomeImp,Office,1,0,1,337.6899717,0,16,41.44750595
0,39000,36335,50704,DebtCon,Other,,0,0,,7,0,31.2443985
1,11500,47597.57,75937.5,DebtCon,Other,13.5,0,0,89.4,0,7,
0,7400,88288,119677,HomeImp,ProfExe,5,0,0,194.37214,1,27,26.64608364
0,7900,44690,45841,DebtCon,Office,10,0,0,185.6215923,0,22,32.28572409
1,25000,105750,141000,HomeImp,Office,15,1,2,305.3666667,2,14,
0,14000,83645,101615,HomeImp,ProfExe,5,0,0,116.3376843,0,26,28.29673484
1,35000,391000,505000,DebtCon,ProfExe,4.5,0,0,192.7666667,0,22,
1,13100,,,HomeImp,ProfExe,0.75,,,,,,
0,13500,40786,66872,DebtCon,Mgr,,,,,,,35.36413972
1,10500,89000,268000,HomeImp,ProfExe,,4,,120.8,2,15,
1,15000,62100,40000,DebtCon,ProfExe,1,0,0,111.6,2,13,
0,27900,55859,92179,DebtCon,Office,0,0,1,94.93254438,0,23,33.09789894
0,24000,43427,68308,DebtCon,Other,25,0,0,302.772262,2,31,34.87185516
1,12500,41301,60000,DebtCon,Other,2,0,0,77.23333333,0,12,
0,16700,11059,92706,HomeImp,Other,13,0,1,262.61034,0,23,29.88475774
1,14100,61036,84979,HomeImp,Mgr,1,0,0,174.5911708,2,23,50.27621494
0,8100,53863,74705,DebtCon,Other,0,0,0,66.29457039,8,21,26.04646942
1,16900,63800,85000,DebtCon,Other,2,0,6,127.8,2,33,
0,5200,43039,53521,HomeImp,Office,11,,,184.2966873,,19,24.41476318
0,16000,71670,84124,DebtCon,Other,10,0,0,81.59612884,3,12,32.94889897
0,6500,78741,90599,DebtCon,ProfExe,0,,,,,,29.19886067
0,9000,56226,67466,HomeImp,Other,7,0,0,126.7450871,0,16,33.98784698
0,15700,122646,204282,DebtCon,Other,2,0,0,201.9237078,0,17,26.31831366
0,24900,51155,83000,DebtCon,Other,9,1,1,139.0333333,3,30,
0,14100,65994,80037,DebtCon,,8,,,,,,27.73520406
1,20000,21300,308600,HomeImp,ProfExe,2,1,0,274.9,0,30,
0,5600,76407,77485,HomeImp,Other,9,0,0,91.68377063,0,24,37.77335098
0,9100,24721,34462,DebtCon,Other,1,0,0,28.10052036,9,7,27.52068217
0,30400,45747,78829,DebtCon,Office,0,0,0,174.3637482,3,18,41.25679468
0,10100,49683,55728,DebtCon,Other,0,0,0,91.09579488,0,20,37.13310754
1,10000,26197,46600,HomeImp,ProfExe,9,0,0,165.9666667,2,9,
1,15000,116400,146450,DebtCon,Other,17.5,0,1,255.6666667,1,29,
1,12000,,87000,DebtCon,Other,13,,,,,,
0,7700,70451,81862,DebtCon,Sales,3,0,0,141.2686711,0,31,31.68194302
0,13400,87175,115530,HomeImp,ProfExe,13,0,1,180.9451064,1,27,33.90005642
1,2200,23030,,,,19,,,,,,3.7113123
0,21800,96709,123613,DebtCon,Self,3,0,0,218.7303331,2,27,35.87449455
1,27300,106221,137727,DebtCon,Self,3,0,0,300.5745109,3,45,32.5603594
1,7500,42721,67000,DebtCon,Other,15,1,3,126.7666667,2,23,
1,11900,108763,128780,DebtCon,Office,8,0,0,60.3779329,3,21,49.41811438
1,19300,109000,135000,DebtCon,Office,3,0,0,98.43333333,13,14,
1,21700,92382,168708,,Mgr,13,2,5,249.2427629,,24,29.3690264
0,15700,48093,65686,DebtCon,ProfExe,3,0,0,149.9063788,1,12,30.48636123
0,7100,53273,54378,HomeImp,Other,5,0,0,84.83724997,0,17,22.86119965
0,19300,91004,116827,DebtCon,ProfExe,6,0,0,163.2821181,1,20,20.20603258
0,60000,122729,207797,DebtCon,ProfExe,9,0,0,313.3343967,2,27,35.02857792
1,25000,39000,72500,DebtCon,Other,3,0,1,114.6666667,3,22,
1,18200,67809,89339,DebtCon,Sales,0,3,0,102.4609862,2,19,38.34534078
0,18600,132785,155644,DebtCon,Mgr,,0,0,225.7275062,0,20,37.32857399
1,9900,23767,39293,DebtCon,Other,5,1,0,145.7657738,0,9,24.60512881
1,6000,42000,58305,DebtCon,Other,19,0,0,90,2,13,
1,37300,68789,86172,HomeImp,Self,2,0,6,235.6379056,2,25,114.0505277
0,15700,35873,52800,HomeImp,Other,10,0,0,128.2359137,0,10,20.95025208
1,13000,70000,90704,DebtCon,Other,15,0,3,142.1666667,0,37,
0,7900,40827,55757,DebtCon,Other,14,0,0,87.60346244,0,11,31.8505639
1,12000,114390,132800,DebtCon,Mgr,10,0,0,95.73333333,0,25,
0,22800,62754,101781,HomeImp,ProfExe,19,0,0,628.9819479,0,24,20.20030223
0,16700,102687,137417,DebtCon,ProfExe,7,0,0,97.76351186,0,14,31.10800492
1,8200,87979,94854,HomeImp,ProfExe,10,0,0,108.4790238,3,19,41.2706826
1,8000,63152,,DebtCon,Other,9,1,1,132.9,1,26,
1,11200,68990,81922,DebtCon,Mgr,12,0,1,120.8858112,2,23,43.15987533
1,21500,84048,115705,DebtCon,ProfExe,10,,1,122.2897915,1,30,49.37972914
1,22900,67312,95000,HomeImp,Mgr,3.9,0,2,122.7666667,0,32,
1,15700,83761,125860,HomeImp,Other,1,0,0,,0,0,
0,15700,46124,67964,DebtCon,ProfExe,6,0,0,155.7547891,2,12,28.79791858
0,6200,,80078,,,,,,,,,25.37554416
0,14900,89872,118027,DebtCon,ProfExe,0,1,1,155.4454529,1,34,33.13569677
1,10400,42714,72322,DebtCon,Other,12,0,0,105.0748016,6,15,41.26235347
0,17900,70444,95860,HomeImp,Office,7,,,95.68425477,0,11,38.14282274
0,22900,136032,180899,DebtCon,ProfExe,21,0,0,240.3474711,0,24,41.59674747
0,3200,74864,87266,HomeImp,ProfExe,7,0,0,250.6312692,0,12,42.90999735
0,11500,63136,81099,DebtCon,Other,3,,,149.0647448,,35,28.97594012
1,20500,85884,103546,DebtCon,Other,5,9,0,39.98582958,5,16,34.06826893
1,20000,107000,146400,DebtCon,Office,0.1,0,2,234.3333333,2,32,
1,11100,52028,77316,HomeImp,Other,,0,2,194.4848973,1,12,30.79767437
1,14600,124000,168000,DebtCon,ProfExe,4,0,0,146.8666667,2,29,
1,10000,76700,97800,DebtCon,Other,25,,10,205.2333333,3,26,
0,22900,131767,174684,,Mgr,24,,4,329.647795,1,28,32.36162706
0,30600,35332,71898,DebtCon,Other,10,,,115.2108955,,24,33.07135028
1,5500,,13770,HomeImp,Mgr,5,0,1,167.3666667,1,8,
1,10200,29581,39992,DebtCon,Self,3,0,0,149.8746257,2,26,43.19724206
0,23500,37858,60890,DebtCon,Other,2,0,0,110.0572738,0,17,19.26843955
0,13600,66754,80156,DebtCon,Other,5,0,0,238.62182,3,26,31.55270697
1,7000,25000,49840,DebtCon,Office,0.6,0,0,139,0,13,
0,15700,,28198,DebtCon,Other,12,,,87.62052637,2,9,32.44547552
0,27200,70730,93752,DebtCon,Office,8,0,0,165.9193329,0,20,36.17090549
0,18700,69954,104510,DebtCon,Office,10,0,0,211.2433112,2,13,33.54985877
1,47000,192677,268000,DebtCon,Mgr,15,0,0,165.1,2,20,
0,10400,78320,100017,DebtCon,Other,10,0,0,167.4225397,4,21,41.97487828
0,14100,86996,108452,HomeImp,Other,19,0,0,134.9932518,4,24,29.77894608
1,9200,70715,85000,DebtCon,Office,26,0,0,143.0666667,2,23,
0,12700,107653,129752,HomeImp,ProfExe,8,0,0,181.0272753,2,32,29.46672103
0,19700,49793,113200,DebtCon,ProfExe,16,0,0,251.1041979,0,19,25.03374576
0,15500,98646,115669,DebtCon,Other,13,0,0,177.5489659,0,26,33.350529
0,32100,120725,168783,DebtCon,ProfExe,15,0,0,121.5604199,1,17,27.90222161
1,23700,43712,75191,DebtCon,Office,6,0,0,50.71753483,2,18,37.10325125
0,19500,105000,138375,DebtCon,Office,12,0,2,219.1333333,0,25,
0,10400,64904,76767,DebtCon,Office,11,0,0,245.0180119,4,37,41.42384414
0,21300,185874,235968,DebtCon,ProfExe,3,0,0,291.8195388,1,26,36.99364995
0,19100,46406,64413,DebtCon,Other,16,0,0,285.7252577,0,22,30.77453617
0,30200,124000,171366,DebtCon,Mgr,13,0,0,176.5,2,28,
1,30900,106717,,DebtCon,Mgr,4,2,4,172.4323547,0,13,47.79590611
0,26500,,61089,DebtCon,Other,27,0,0,144.1920343,0,9,22.81386786
1,10500,57880,66802,DebtCon,Other,2,0,0,94.59842526,8,21,45.46476584
0,20600,44826,66226,DebtCon,Office,13,0,1,120.4332624,0,22,40.91194986
0,2900,104373,120702,HomeImp,Office,2,0,0,101.5402975,0,13,29.91585903
1,44400,67272,130818,HomeImp,Other,9,0,0,112.5918505,0,12,43.68096501
1,12900,117900,143433,DebtCon,Mgr,6,0,0,227.9328934,0,35,47.61976353
1,3600,61584,61800,HomeImp,ProfExe,10,,,,,,
1,26800,138216,170052,DebtCon,ProfExe,10,0,0,199.7387114,1,29,76.42147805
0,43200,367917,466755,HomeImp,ProfExe,3,0,0,312.3063392,4,15,42.62357404
0,10400,63626,79477,,Other,12,0,0,260.7972622,0,27,27.94286603
1,6000,16878,25850,,Mgr,1,0,1,218.6,5,34,
0,18100,27239,39723,DebtCon,Mgr,17,0,0,111.5322141,1,16,24.44945281
1,22600,69675,92300,DebtCon,Other,16,0,6,240.4333333,0,30,
0,28500,49461,83352,DebtCon,Other,21,0,0,210.0250584,0,26,37.3017641
0,12100,48622,83158,HomeImp,Other,4,0,2,191.5692916,0,12,29.20449956
1,4500,34184,46000,HomeImp,Mgr,3.5,0,1,122.6,2,22,
1,13900,51653,85578,DebtCon,Other,13,0,0,90.27307943,0,7,41.69337722
1,3900,29896,45960,HomeImp,Other,11,0,0,146.1232422,0,14,24.47888119
0,17600,,45119,DebtCon,Other,,,,354.7359192,,17,34.49504666
1,9900,71371,84865,DebtCon,Mgr,0,2,0,94.80523575,0,12,38.2113051
0,14900,82930,103352,HomeImp,ProfExe,6,0,0,105.675978,0,27,27.47381473
0,7200,71509,86484,DebtCon,,4,,,,,,20.09904978
0,6300,58052,70091,DebtCon,ProfExe,9,0,4,153.7804385,1,30,21.71959598
0,26100,75164,108483,DebtCon,Mgr,7,0,0,300.8359581,2,28,30.07140205
0,51700,183615,257077,DebtCon,ProfExe,4,0,0,213.7558502,2,32,38.95331304
0,13400,,33664,DebtCon,Other,13,,,108.2170094,2,8,31.61392956
1,14300,52260,73000,DebtCon,Mgr,0.6,1,3,62.9,0,17,
0,15700,87754,103045,HomeImp,Other,21,0,0,147.450177,4,23,29.18174264
0,22400,74553,102373,DebtCon,Other,18,0,0,206.5813951,1,12,40.84802282
0,10700,110789,126781,DebtCon,Self,6,0,1,178.6374675,0,19,31.88893638
1,15900,43830,59530,DebtCon,Other,4.6,1,0,148.1333333,1,27,
1,10300,39893,55000,DebtCon,Other,1.5,0,1,99.43333333,2,32,
1,26200,51599,87148,DebtCon,Other,,0,0,129.9339205,2,19,
1,39600,,44000,DebtCon,Other,,0,3,214.0333333,1,16,
1,20000,122000,166100,DebtCon,ProfExe,2.6,0,2,206.9666667,1,18,
1,2800,4000,60850,HomeImp,Other,16,4,0,112.6333333,2,9,
0,11500,59781,69864,DebtCon,Other,4,0,1,312.547396,0,9,31.18180135
0,8400,41656,51846,HomeImp,Office,10,,,190.0175026,,19,25.76896503
1,23200,129355,171709,DebtCon,ProfExe,0,0,0,328.5141214,0,30,40.04844004
1,7000,53194,81150,HomeImp,ProfExe,14,7,0,183.6333333,2,28,
1,24400,88000,119100,HomeImp,Other,12,0,0,84.23333333,5,19,
0,5100,87258,121382,HomeImp,ProfExe,6,0,0,181.6630402,0,28,25.44475915
0,17900,63559,81536,HomeImp,ProfExe,13,0,3,176.8707685,0,13,26.18976709
1,18800,73396,137076,DebtCon,Office,18,0,1,163.5920452,4,20,40.37537241
0,13000,26863,44218,HomeImp,Other,10,0,0,92.99959341,2,11,29.11293616
0,15700,64185,84000,DebtCon,Other,0.2,2,2,112.0333333,2,26,
0,49200,40694,69777,DebtCon,Office,3,1,,205.1048824,0,16,30.21490434
0,4300,71206,78698,DebtCon,Sales,3,0,0,129.932869,0,31,34.18137652
1,10500,41500,56247,DebtCon,Other,8,0,1,70.03333333,2,24,
1,25000,191600,231000,DebtCon,Other,,,3,106.8,1,27,
0,26400,128413,207302,DebtCon,ProfExe,9,0,0,228.0151317,3,26,17.87219518
0,25400,149364,210724,HomeImp,Other,10,0,0,266.5067241,1,34,41.61798303
0,15300,101311,113253,DebtCon,Other,0,0,0,140.0757712,1,21,40.66746229
0,26600,148986,175750,DebtCon,Other,1,0,0,197.3917133,0,35,40.51498958
1,17200,50742,71000,DebtCon,Other,15,0,0,,0,0,
1,28900,63748,36392,DebtCon,Sales,9,4,1,124.2478986,6,23,44.57850006
1,7500,39600,42000,DebtCon,Self,1,0,0,47.7,1,15,
0,18100,89454,119019,DebtCon,Other,13,0,0,127.2461963,1,8,37.52527269
0,5300,44993,50673,HomeImp,Office,7,,,184.7427672,,18,27.90612273
1,13900,,80868,DebtCon,ProfExe,18,0,0,278.3014245,1,7,43.31320023
0,15400,50402,65561,DebtCon,Mgr,25,0,0,282.6229052,0,16,38.09790247
1,7000,138841,160000,DebtCon,Mgr,11,8,0,86.2,2,36,
1,12500,69117,101503,HomeImp,ProfExe,13,0,7,145.9530178,0,36,36.75998466
0,11900,97506,110902,DebtCon,Other,17,0,1,196.568128,2,15,37.99899138
0,9400,56675,66976,HomeImp,Other,6,0,0,128.071648,0,33,35.03337113
1,22400,,139654,DebtCon,Office,10,,,,,,35.23626524
1,14300,37000,54000,DebtCon,,0,0,0,320.6333333,2,26,
0,13900,84427,114209,HomeImp,ProfExe,12,0,2,180.1874224,0,27,33.35187025
0,15400,100848,129454,HomeImp,ProfExe,10,0,0,174.8965193,2,31,28.06559087
1,27500,137900,184000,DebtCon,Office,10,0,0,,0,0,
0,25700,50800,85000,DebtCon,Other,23,1,2,184.2666667,1,20,
0,24000,59300,88000,DebtCon,Other,16,0,0,97.93333333,1,17,
0,23500,90246,119320,DebtCon,Other,22,0,0,239.2596449,1,26,41.33669648
1,9000,32539,65440,HomeImp,Office,5,,,,,,42.36894433
0,13900,85358,101401,DebtCon,Other,0,0,0,145.7941061,0,22,40.11441144
0,7200,79946,113807,DebtCon,Office,1,0,0,238.458825,0,37,18.61728869
1,14600,21340,44605,DebtCon,Office,13,0,0,126.7304283,0,5,36.46319167
0,36300,26662,70000,DebtCon,ProfExe,5,0,0,190.8,2,18,
0,9000,50513,61190,DebtCon,Other,5,0,0,75.38855124,1,11,30.49800512
1,32000,92400,215000,,Self,2.5,1,3,165.3333333,1,40,
1,16800,16204,27781,HomeImp,Other,1,10,0,190.5770968,0,9,27.14688565
0,10800,,49495,HomeImp,Mgr,5,,,141.1652982,,8,21.07999894
0,18400,16756,66340,DebtCon,Office,,0,0,239.8448526,0,21,38.6626294
1,7500,35945,49750,HomeImp,Other,3,0,0,122.0666667,0,23,
0,18800,88828,116683,DebtCon,ProfExe,6,0,0,141.841398,1,20,21.67927834
1,4000,58000,69440,HomeImp,Other,3.5,0,1,168.6666667,0,18,
0,16000,32918,52482,DebtCon,ProfExe,3,0,0,259.5710207,0,34,40.347344
1,43300,217840,299171,DebtCon,ProfExe,31,0,0,232.2700678,1,24,43.1146909
0,10000,59828,72489,DebtCon,,18,0,0,157.2436625,1,11,31.62682193
1,20500,25984,95541,DebtCon,Other,28,1,5,248.4048782,0,21,17.80584889
1,3200,23159,,HomeImp,Mgr,20,,2,117.8057478,0,9,0.524499215
0,26900,47882,78854,DebtCon,Other,11,0,0,132.3473921,0,19,41.13070668
0,16600,,56631,DebtCon,Office,2,0,0,98.76022323,1,8,39.7995274
1,25900,,,DebtCon,Other,20,0,2,190.9965648,0,22,31.16238948
0,14400,32683,48467,HomeImp,Other,11,0,0,114.4120329,0,10,21.46972396
1,3000,,8800,HomeImp,Other,2,0,1,77.76666667,0,3,
0,10800,67740,108135,DebtCon,Office,11,0,0,163.2738318,1,12,38.38349838
0,18500,67686,95949,HomeImp,ProfExe,9,0,0,78.94907069,0,16,31.80824299
1,13600,30200,43600,HomeImp,Other,0,8,1,230.3,0,18,
0,12000,69796,93757,DebtCon,Office,16,0,1,91.43267591,0,8,24.45938368
0,22100,84114,97775,HomeImp,,8,,,,,,
1,5000,85165,107940,HomeImp,Mgr,6,5,3,122.7666667,5,28,
0,23700,144373,180927,DebtCon,ProfExe,5,,,175.8153754,5,43,40.31579003
0,17800,13660,173360,HomeImp,Mgr,23,0,0,78.8388988,2,21,30.06279232
0,24100,57041,92081,DebtCon,Other,7,0,0,230.0597297,0,19,35.89670864
1,4000,74000,93000,HomeImp,ProfExe,2.6,1,3,186.6333333,,9,
0,5700,,69172,HomeImp,Office,1,0,0,48.85366706,0,3,38.77368596
1,24000,136000,,DebtCon,ProfExe,3,1,6,303.2942857,1,27,
0,19400,53000,82800,DebtCon,Other,18,0,0,206.9666667,1,22,
1,9000,84532,104000,DebtCon,ProfExe,3,0,0,50.66666667,1,3,
1,2300,37626,46200,HomeImp,Other,3,0,1,122.2666667,1,14,
0,12600,55415,74307,HomeImp,Other,29,1,2,198.8467209,0,23,36.83774105
1,3500,23200,38666,HomeImp,Other,11,0,0,162.3666667,0,14,
0,7300,139348,205981,DebtCon,ProfExe,1,0,0,60.42476076,2,22,36.81229063
0,12900,149297,177044,HomeImp,Office,4,0,0,205.8739212,0,56,34.97573417
1,21000,69231,95000,DebtCon,ProfExe,8,0,7,116.7,1,22,
0,23900,80406,108122,DebtCon,Other,17,0,0,211.9232754,0,13,41.4948398
0,13200,28428,34477,DebtCon,Other,0,,,,,,39.37026271
1,7900,126919,166566,HomeImp,Mgr,10,,,,,,
1,30000,,46200,,,0,1,3,200.9333333,10,15,
0,11500,44097,58336,DebtCon,Office,0,0,0,173.3183208,0,20,38.19162603
0,11400,51203,60716,DebtCon,Other,2,0,0,99.10408262,0,20,38.23531293
0,8100,50373,65865,DebtCon,Office,5,0,0,99.59816995,2,11,38.91015083
0,21300,134578,176968,,Mgr,25,,5,334.0659169,0,27,31.87577109
1,5900,,33100,HomeImp,Other,,0,0,238.6,1,2,
1,14000,,,HomeImp,Other,17,0,7,184.6131909,0,12,18.19428042
1,15000,55300,81000,DebtCon,Other,5.3,8,0,259.7333333,4,30,
0,27400,195497,246354,DebtCon,Other,8,0,0,89.26442741,1,25,39.66482299
1,25000,184000,232760,DebtCon,Other,4,0,4,230.1,2,44,
0,7800,44000,57500,DebtCon,Other,11,0,0,95.36666667,0,23,
1,19000,171106,200000,DebtCon,Other,9.8,3,0,153.1666667,0,26,
1,13000,64499,86000,HomeImp,Other,1,0,0,109.4,0,19,
0,11400,66491,89553,DebtCon,,4,0,0,212.7832827,0,16,31.12013265
1,11000,122751,140000,DebtCon,Other,5,0,0,116.7,2,30,
0,15500,93730,106841,DebtCon,Sales,13,,1,132.8205709,0,18,33.29297369
1,10000,49000,70000,HomeImp,Other,,0,3,190.7333333,1,12,
0,6900,75880,113612,DebtCon,Office,1,0,0,230.8055881,1,38,17.96588344
1,25000,47032,75957,DebtCon,Other,9,0,7,259.4665279,3,22,40.78797575
0,12300,81590,90050,DebtCon,Mgr,6,0,0,136.7467587,1,26,41.73267582
1,25000,70150,,DebtCon,Office,4,2,,104.5333333,0,7,
0,17200,85977,109238,HomeImp,ProfExe,3,0,0,115.5575126,1,25,38.94891874
0,11800,38825,51984,DebtCon,Other,,0,0,82.52779435,0,14,40.88273326
1,2200,24280,34687,HomeImp,Other,,0,1,300.8666667,0,8,
0,25700,23047,76575,DebtCon,Other,,2,1,104.5662029,2,26,29.29663349
1,25000,,48700,DebtCon,ProfExe,11,0,3,41.56666667,3,6,
0,9900,82697,100689,DebtCon,ProfExe,3,0,0,133.3657906,0,26,33.59171631
1,35000,227000,316000,HomeImp,ProfExe,3,0,0,160.2666667,1,25,
0,22300,,136587,HomeImp,Other,1,0,0,311.6590812,3,20,29.91070776
0,19600,128876,162994,DebtCon,Office,2,,1,382.312217,,52,36.06796344
0,23900,90475,136094,DebtCon,ProfExe,,0,1,207.784271,0,21,30.54921583
0,17400,,48971,DebtCon,Other,,,,345.0099186,,17,32.47431947
0,19800,73557,95770,DebtCon,Mgr,0,0,0,70.02915918,0,17,25.59661737
0,31900,83226,115509,DebtCon,Mgr,11,0,0,79.03011561,0,34,26.52185952
0,42900,8117,66731,HomeImp,Office,,0,0,315.2548189,0,19,13.31235591
1,20900,55000,79900,HomeImp,Other,2.5,0,0,45.63113553,1,14,
0,9000,76964,90500,DebtCon,Other,3,0,0,101.4,2,32,
1,34400,155536,169503,DebtCon,Office,10,0,0,107.7099227,4,32,58.8269296
1,17000,54218,75000,DebtCon,Mgr,5,1,0,177.5,6,35,
1,23300,84083,107407,DebtCon,Self,2,0,1,153.2333333,6,23,
1,30000,,50000,HomeImp,Office,4,0,1,118.6666667,1,15,
1,21400,166244,212505,DebtCon,ProfExe,4,2,7,183.5480397,4,24,38.14905923
1,12000,42000,58000,DebtCon,Other,5,0,1,113.6333333,1,18,
0,7000,46225,59000,DebtCon,Other,16,0,4,219.1333333,0,37,
0,19400,45036,78900,,,,,,,,,40.02396798
0,15200,47453,73068,DebtCon,ProfExe,20,0,0,196.6996956,0,16,22.38385656
0,14100,49927,67761,DebtCon,Mgr,26,0,0,276.5499132,1,16,36.59939111
0,22600,,144841,,,,,,,,,16.38239069
0,9900,28432,36605,HomeImp,Office,0,0,0,111.5316253,1,29,37.58819565
0,24100,77435,113000,DebtCon,ProfExe,10,0,1,124.7666667,0,19,
0,27000,45880,82425,DebtCon,Other,21,0,0,212.6442208,0,27,36.9977936
0,21600,106308,147378,HomeImp,,,,,,,,39.13764463
1,8800,67200,80300,HomeImp,Other,10,4,1,135.8666667,1,33,
0,9900,55231,78708,DebtCon,Office,4,0,0,85.80147612,2,15,24.59499257
0,21900,91327,139106,DebtCon,ProfExe,,0,0,201.6855482,0,21,30.01955513
0,36200,38010,59111,DebtCon,Other,,0,0,,6,0,31.33214149
0,11300,61810,79817,DebtCon,Office,6,0,0,98.2241442,1,14,25.52507894
0,16000,101000,130000,DebtCon,ProfExe,7.5,0,0,102.5,0,14,
0,17300,40280,66319,DebtCon,,4,0,0,101.3255769,2,9,27.97593545
0,20100,72775,102308,DebtCon,Office,8,0,0,206.4788452,2,13,32.78297142
0,26400,134642,182719,DebtCon,Mgr,0,,,122.4568633,,39,32.69880046
1,21000,113954,136249,DebtCon,Office,2,0,0,97.54425218,13,14,33.62088344
1,11500,62000,83000,DebtCon,,0,5,1,177.5666667,2,34,
0,10000,,49266,,,,,,,,,15.59729023
0,15500,74761,92729,DebtCon,ProfExe,9,0,1,339.0892634,,42,37.47461725
0,28000,77322,118082,DebtCon,Other,7,0,0,80.65809369,1,31,38.8154384
0,28900,135770,188368,DebtCon,ProfExe,0,1,0,229.7532224,2,19,40.63187139
0,15700,111367,127421,DebtCon,,16,0,0,184.2348073,1,18,41.03530607
1,8400,48032,95213,HomeImp,Office,5,1,4,326.6795905,0,30,38.19168174
1,13400,58307,71810,DebtCon,Other,9,0,2,82.70830934,2,32,36.94779822
1,8100,28523,39816,DebtCon,Other,5,0,0,130.6439333,0,16,37.39352642
1,5500,85845,122205,DebtCon,ProfExe,5,0,0,172.2132767,1,26,32.67664088
1,25900,21852,57518,HomeImp,Other,2,0,0,80.16847942,2,11,31.98368604
0,13900,95351,117381,DebtCon,Office,12,0,0,210.2021295,0,11,41.01100137
1,27900,90694,121543,DebtCon,Mgr,5,2,1,107.0462506,8,15,0.838117525
0,12500,81865,101048,DebtCon,Other,1,0,0,147.4022274,0,23,38.85516272
1,6300,12476,32559,HomeImp,Office,12,3,6,227.1299051,0,23,23.31951678
0,10200,82630,99250,DebtCon,Other,1,0,0,107.5285598,1,32,40.28097487
0,6100,,35250,HomeImp,Other,,,,303,,12,
0,10600,73844,107640,HomeImp,ProfExe,3,0,0,92.97949051,0,34,37.31928931
0,66000,62296,143982,HomeImp,Office,12,0,1,121.3494427,0,10,41.6125057
0,18400,110580,137926,DebtCon,ProfExe,6,0,0,93.43274991,0,13,29.11688772
0,12400,83018,96637,DebtCon,Other,2,0,0,95.90213133,2,32,41.24477919
0,14300,67018,81805,DebtCon,Other,1,0,0,253.5924509,3,25,30.68621875
0,20200,34676,62987,DebtCon,Other,1,0,0,112.7990866,0,17,22.09304595
0,5300,,49396,HomeImp,,0,0,0,,0,0,12.04367058
1,10500,,18600,HomeImp,Other,24,,,,,,
0,8600,22960,80874,HomeImp,ProfExe,20,0,0,238.7026834,0,11,25.8873199
0,7700,56622,70136,DebtCon,Mgr,7,,4,120.7645092,1,11,38.13234577
0,6700,49367,59609,HomeImp,Other,6,0,0,99.30370078,0,17,25.23136638
1,20000,125000,165000,DebtCon,ProfExe,2,0,0,314.5,0,30,
0,26100,,120470,DebtCon,Mgr,7,0,0,161.2876716,0,27,34.13000366
0,13400,53699,68084,DebtCon,Other,3,0,0,169.8524493,0,14,25.10971349
0,30900,190480,298239,DebtCon,Other,27,0,1,164.6048706,0,23,39.60145213
0,10300,75483,99345,DebtCon,ProfExe,3,0,0,133.7905101,0,25,34.88723609
0,24700,109377,133116,DebtCon,Mgr,10,1,0,184.3557829,5,17,40.2026301
0,22600,,45744,DebtCon,Other,,,,84.23176112,,12,28.45387692
1,25600,50910,87358,DebtCon,Other,19,2,0,104.4064722,0,27,42.67745065
0,15200,43961,62171,DebtCon,Other,,0,0,124.8068459,1,18,39.58005434
